#;approach;queueing delay;slice
9265;Gómez et al.;3710.9719999999998;QoS 2
9266;Gómez et al.;2289.963;QoS 2
9267;Gómez et al.;null;QoS 2
9268;Gómez et al.;null;QoS 2
9269;Gómez et al.;null;QoS 2
9270;Gómez et al.;null;QoS 2
9271;Gómez et al.;null;QoS 2
9272;Gómez et al.;null;QoS 2
9273;Gómez et al.;null;QoS 2
9274;Gómez et al.;null;QoS 2
9275;Gómez et al.;null;QoS 2
9276;Gómez et al.;null;QoS 2
9277;Gómez et al.;null;QoS 2
9278;Gómez et al.;null;QoS 2
9279;Gómez et al.;null;QoS 2
9280;Gómez et al.;null;QoS 2
9281;Gómez et al.;null;QoS 2
9282;Gómez et al.;null;QoS 2
9283;Gómez et al.;null;QoS 2
9284;Gómez et al.;null;QoS 2
9285;Gómez et al.;null;QoS 2
9286;Gómez et al.;null;QoS 2
9287;Gómez et al.;16693.117;QoS 2
9288;Gómez et al.;17618.958;QoS 2
9289;Gómez et al.;18600.872;QoS 2
9290;Gómez et al.;18956.227;QoS 2
9291;Gómez et al.;20261.683;QoS 2
9292;Gómez et al.;19218.152;QoS 2
9293;Gómez et al.;1224.354;QoS 2
9294;Gómez et al.;1317.583;QoS 2
9295;Gómez et al.;1333.399;QoS 2
9296;Gómez et al.;1319.013;QoS 2
9297;Gómez et al.;1314.484;QoS 2
9298;Gómez et al.;1325.437;QoS 2
9299;Gómez et al.;1347.908;QoS 2
9300;Gómez et al.;1368.614;QoS 2
9301;Gómez et al.;1371.868;QoS 2
9302;Gómez et al.;1353.5430000000001;QoS 2
9303;Gómez et al.;1359.952;QoS 2
9304;Gómez et al.;1380.806;QoS 2
9305;Gómez et al.;1403.258;QoS 2
9306;Gómez et al.;1369.001;QoS 2
9307;Gómez et al.;1370.749;QoS 2
9308;Gómez et al.;1364.271;QoS 2
9309;Gómez et al.;1375.583;QoS 2
9310;Gómez et al.;2063.851;QoS 2
9311;Gómez et al.;2824.351;QoS 2
9312;Gómez et al.;3749.438;QoS 2
9313;Gómez et al.;2069.152;QoS 2
9314;Gómez et al.;1071.655;QoS 2
9315;Gómez et al.;1117.4470000000001;QoS 2
9316;Gómez et al.;1137.669;QoS 2
9317;Gómez et al.;1157.555;QoS 2
9318;Gómez et al.;1830.488;QoS 2
9319;Gómez et al.;1830.488;QoS 2
9320;Gómez et al.;2360.339;QoS 2
9321;Gómez et al.;2648.011;QoS 2
9322;Gómez et al.;1865.5610000000001;QoS 2
9323;Gómez et al.;1268.133;QoS 2
9324;Gómez et al.;1810.159;QoS 2
9325;Gómez et al.;2335.175;QoS 2
9326;Gómez et al.;2516.42;QoS 2
9327;Gómez et al.;null;QoS 2
9328;Gómez et al.;null;QoS 2
9329;Gómez et al.;null;QoS 2
9330;Gómez et al.;null;QoS 2
9331;Gómez et al.;null;QoS 2
9332;Gómez et al.;null;QoS 2
9333;Gómez et al.;null;QoS 2
9334;Gómez et al.;null;QoS 2
9335;Gómez et al.;null;QoS 2
9336;Gómez et al.;null;QoS 2
9337;Gómez et al.;null;QoS 2
9338;Gómez et al.;null;QoS 2
9339;Gómez et al.;null;QoS 2
9340;Gómez et al.;null;QoS 2
9341;Gómez et al.;null;QoS 2
9342;Gómez et al.;null;QoS 2
9343;Gómez et al.;null;QoS 2
9344;Gómez et al.;null;QoS 2
9345;Gómez et al.;null;QoS 2
9346;Gómez et al.;null;QoS 2
9347;Gómez et al.;17221.017;QoS 2
9348;Gómez et al.;17221.017;QoS 2
9349;Gómez et al.;18418.252;QoS 2
9350;Gómez et al.;19270.621;QoS 2
9351;Gómez et al.;20338.338;QoS 2
9352;Gómez et al.;3762.879;QoS 2
9353;Gómez et al.;1156.318;QoS 2
9354;Gómez et al.;1134.148;QoS 2
9355;Gómez et al.;1178.835;QoS 2
9356;Gómez et al.;1151.351;QoS 2
9357;Gómez et al.;null;QoS 2
9358;Gómez et al.;1164.471;QoS 2
9359;Gómez et al.;1064.527;QoS 2
9360;Gómez et al.;1094.054;QoS 2
9361;Gómez et al.;1105.148;QoS 2
9362;Gómez et al.;1160.17;QoS 2
9363;Gómez et al.;1159.8899999999999;QoS 2
9364;Gómez et al.;1080.276;QoS 2
9365;Gómez et al.;1148.441;QoS 2
9366;Gómez et al.;1177.777;QoS 2
9367;Gómez et al.;1150.866;QoS 2
9368;Gómez et al.;1197.26;QoS 2
9369;Gómez et al.;1216.112;QoS 2
9370;Gómez et al.;1897.107;QoS 2
9371;Gómez et al.;2837.848;QoS 2
9372;Gómez et al.;1895.342;QoS 2
9373;Gómez et al.;934.285;QoS 2
9374;Gómez et al.;921.124;QoS 2
9375;Gómez et al.;906.058;QoS 2
9376;Gómez et al.;867.471;QoS 2
9377;Gómez et al.;878.501;QoS 2
9378;Gómez et al.;1000.437;QoS 2
9379;Gómez et al.;1648.7;QoS 2
9380;Gómez et al.;2316.102;QoS 2
9381;Gómez et al.;2423.078;QoS 2
9382;Gómez et al.;1296.66;QoS 2
9383;Gómez et al.;1040.187;QoS 2
9384;Gómez et al.;1652.9189999999999;QoS 2
9385;Gómez et al.;2216.411;QoS 2
9386;Gómez et al.;2393.1;QoS 2
9387;Gómez et al.;null;QoS 2
9388;Gómez et al.;null;QoS 2
9389;Gómez et al.;null;QoS 2
9390;Gómez et al.;null;QoS 2
9391;Gómez et al.;null;QoS 2
9392;Gómez et al.;null;QoS 2
9393;Gómez et al.;null;QoS 2
9394;Gómez et al.;null;QoS 2
9395;Gómez et al.;null;QoS 2
9396;Gómez et al.;null;QoS 2
9397;Gómez et al.;null;QoS 2
9398;Gómez et al.;null;QoS 2
9399;Gómez et al.;null;QoS 2
9400;Gómez et al.;null;QoS 2
9401;Gómez et al.;null;QoS 2
9402;Gómez et al.;null;QoS 2
9403;Gómez et al.;null;QoS 2
9404;Gómez et al.;null;QoS 2
9405;Gómez et al.;null;QoS 2
9406;Gómez et al.;null;QoS 2
9407;Gómez et al.;17229.874;QoS 2
9408;Gómez et al.;17229.874;QoS 2
9409;Gómez et al.;18179.129;QoS 2
9410;Gómez et al.;null;QoS 2
9411;Gómez et al.;null;QoS 2
9412;Gómez et al.;159.655;QoS 2
9413;Gómez et al.;574.212;QoS 2
9414;Gómez et al.;996.267;QoS 2
9415;Gómez et al.;1012.155;QoS 2
9416;Gómez et al.;1020.095;QoS 2
9417;Gómez et al.;1071.931;QoS 2
9418;Gómez et al.;1071.931;QoS 2
9419;Gómez et al.;1053.025;QoS 2
9420;Gómez et al.;1077.492;QoS 2
9421;Gómez et al.;1082.078;QoS 2
9422;Gómez et al.;1034.028;QoS 2
9423;Gómez et al.;1051.171;QoS 2
9424;Gómez et al.;1031.302;QoS 2
9425;Gómez et al.;1065.375;QoS 2
9426;Gómez et al.;1078.484;QoS 2
9427;Gómez et al.;1059.934;QoS 2
9428;Gómez et al.;1062.35;QoS 2
9429;Gómez et al.;1068.439;QoS 2
9430;Gómez et al.;2036.343;QoS 2
9431;Gómez et al.;2142.9;QoS 2
9432;Gómez et al.;973.035;QoS 2
9433;Gómez et al.;885.525;QoS 2
9434;Gómez et al.;857.919;QoS 2
9435;Gómez et al.;838.995;QoS 2
9436;Gómez et al.;793.206;QoS 2
9437;Gómez et al.;789.282;QoS 2
9438;Gómez et al.;920.521;QoS 2
9439;Gómez et al.;1565.673;QoS 2
9440;Gómez et al.;2125.162;QoS 2
9441;Gómez et al.;2226.893;QoS 2
9442;Gómez et al.;1126.913;QoS 2
9443;Gómez et al.;958.302;QoS 2
9444;Gómez et al.;1584.958;QoS 2
9445;Gómez et al.;2034.831;QoS 2
9446;Gómez et al.;2199.298;QoS 2
9447;Gómez et al.;null;QoS 2
9448;Gómez et al.;null;QoS 2
9449;Gómez et al.;null;QoS 2
9450;Gómez et al.;null;QoS 2
9451;Gómez et al.;null;QoS 2
9452;Gómez et al.;null;QoS 2
9453;Gómez et al.;null;QoS 2
9454;Gómez et al.;null;QoS 2
9455;Gómez et al.;null;QoS 2
9456;Gómez et al.;null;QoS 2
9457;Gómez et al.;null;QoS 2
9458;Gómez et al.;null;QoS 2
9459;Gómez et al.;null;QoS 2
9460;Gómez et al.;null;QoS 2
9461;Gómez et al.;null;QoS 2
9462;Gómez et al.;null;QoS 2
9463;Gómez et al.;null;QoS 2
9464;Gómez et al.;null;QoS 2
9465;Gómez et al.;null;QoS 2
9466;Gómez et al.;null;QoS 2
9467;Gómez et al.;16303.856;QoS 2
9468;Gómez et al.;17262.394;QoS 2
9469;Gómez et al.;18440.617;QoS 2
9470;Gómez et al.;19069.404;QoS 2
9471;Gómez et al.;20291.708;QoS 2
9472;Gómez et al.;3008.528;QoS 2
9473;Gómez et al.;1388.752;QoS 2
9474;Gómez et al.;1465.917;QoS 2
9475;Gómez et al.;1425.878;QoS 2
9476;Gómez et al.;1514.55;QoS 2
9477;Gómez et al.;1525.1660000000002;QoS 2
9478;Gómez et al.;1477.819;QoS 2
9479;Gómez et al.;1477.819;QoS 2
9480;Gómez et al.;1499.434;QoS 2
9481;Gómez et al.;1500.475;QoS 2
9482;Gómez et al.;1642.321;QoS 2
9483;Gómez et al.;1848.844;QoS 2
9484;Gómez et al.;1848.844;QoS 2
9485;Gómez et al.;1762.656;QoS 2
9486;Gómez et al.;1640.182;QoS 2
9487;Gómez et al.;1633.466;QoS 2
9488;Gómez et al.;1682.88;QoS 2
9489;Gómez et al.;1738.5030000000002;QoS 2
9490;Gómez et al.;2619.462;QoS 2
9491;Gómez et al.;2756.378;QoS 2
9492;Gómez et al.;1454.757;QoS 2
9493;Gómez et al.;1151.153;QoS 2
9494;Gómez et al.;1184.196;QoS 2
9495;Gómez et al.;1100.044;QoS 2
9496;Gómez et al.;1091.17;QoS 2
9497;Gómez et al.;1097.628;QoS 2
9498;Gómez et al.;1209.91;QoS 2
9499;Gómez et al.;1822.085;QoS 2
9500;Gómez et al.;2483.128;QoS 2
9501;Gómez et al.;3028.98;QoS 2
9502;Gómez et al.;2880.172;QoS 2
9503;Gómez et al.;2951.792;QoS 2
9504;Gómez et al.;null;QoS 2
9505;Gómez et al.;3827.975;QoS 2
9506;Gómez et al.;3899.846;QoS 2
9507;Gómez et al.;null;QoS 2
9508;Gómez et al.;null;QoS 2
9509;Gómez et al.;null;QoS 2
9510;Gómez et al.;null;QoS 2
9511;Gómez et al.;null;QoS 2
9512;Gómez et al.;null;QoS 2
9513;Gómez et al.;null;QoS 2
9514;Gómez et al.;null;QoS 2
9515;Gómez et al.;null;QoS 2
9516;Gómez et al.;null;QoS 2
9517;Gómez et al.;null;QoS 2
9518;Gómez et al.;null;QoS 2
9519;Gómez et al.;null;QoS 2
9520;Gómez et al.;null;QoS 2
9521;Gómez et al.;null;QoS 2
9522;Gómez et al.;null;QoS 2
9523;Gómez et al.;null;QoS 2
9524;Gómez et al.;null;QoS 2
9525;Gómez et al.;null;QoS 2
9526;Gómez et al.;null;QoS 2
9527;Gómez et al.;null;QoS 2
9528;Gómez et al.;null;QoS 2
9529;Gómez et al.;null;QoS 2
9530;Gómez et al.;null;QoS 2
9531;Gómez et al.;null;QoS 2
9532;Gómez et al.;null;QoS 2
9533;Gómez et al.;null;QoS 2
9534;Gómez et al.;null;QoS 2
9535;Gómez et al.;null;QoS 2
9536;Gómez et al.;null;QoS 2
9537;Gómez et al.;null;QoS 2
9538;Gómez et al.;null;QoS 2
9539;Gómez et al.;null;QoS 2
9540;Gómez et al.;null;QoS 2
9541;Gómez et al.;null;QoS 2
9542;Gómez et al.;null;QoS 2
9543;Gómez et al.;null;QoS 2
9544;Gómez et al.;null;QoS 2
9545;Gómez et al.;null;QoS 2
9546;Gómez et al.;null;QoS 2
9547;Gómez et al.;36299.534;QoS 2
9548;Gómez et al.;37300.83;QoS 2
9549;Gómez et al.;38268.93;QoS 2
9550;Gómez et al.;39168.075;QoS 2
9551;Gómez et al.;40060.399;QoS 2
9552;Gómez et al.;4186.119;QoS 2
9553;Gómez et al.;1316.388;QoS 2
9554;Gómez et al.;1316.388;QoS 2
9555;Gómez et al.;1163.387;QoS 2
9556;Gómez et al.;1099.444;QoS 2
9557;Gómez et al.;1086.7069999999999;QoS 2
9558;Gómez et al.;1147.716;QoS 2
9559;Gómez et al.;null;QoS 2
9560;Gómez et al.;2369.197;QoS 2
9561;Gómez et al.;2495.327;QoS 2
9562;Gómez et al.;1421.734;QoS 2
9563;Gómez et al.;null;QoS 2
9564;Gómez et al.;1239.4859999999999;QoS 2
9565;Gómez et al.;2483.58;QoS 2
9566;Gómez et al.;2955.632;QoS 2
9567;Gómez et al.;1865.804;QoS 2
9568;Gómez et al.;1066.147;QoS 2
9569;Gómez et al.;null;QoS 2
9570;Gómez et al.;2041.809;QoS 2
9571;Gómez et al.;2022.677;QoS 2
9572;Gómez et al.;834.454;QoS 2
9573;Gómez et al.;1999.699;QoS 2
9574;Gómez et al.;1999.699;QoS 2
9575;Gómez et al.;2254.294;QoS 2
9576;Gómez et al.;1453.1100000000001;QoS 2
9577;Gómez et al.;null;QoS 2
9578;Gómez et al.;791.766;QoS 2
9579;Gómez et al.;797.33;QoS 2
9580;Gómez et al.;860.096;QoS 2
9581;Gómez et al.;790.377;QoS 2
9582;Gómez et al.;789.241;QoS 2
9583;Gómez et al.;785.364;QoS 2
9584;Gómez et al.;826.268;QoS 2
9585;Gómez et al.;1368.718;QoS 2
9586;Gómez et al.;1982.491;QoS 2
9587;Gómez et al.;2357.784;QoS 2
9588;Gómez et al.;1740.5439999999999;QoS 2
9589;Gómez et al.;812.387;QoS 2
9590;Gómez et al.;1510.759;QoS 2
9591;Gómez et al.;2192.487;QoS 2
9592;Gómez et al.;987.868;QoS 2
9593;Gómez et al.;854.892;QoS 2
9594;Gómez et al.;787.877;QoS 2
9595;Gómez et al.;780.625;QoS 2
9596;Gómez et al.;799.021;QoS 2
9597;Gómez et al.;862.478;QoS 2
9598;Gómez et al.;null;QoS 2
9599;Gómez et al.;783.998;QoS 2
9600;Gómez et al.;781.906;QoS 2
9601;Gómez et al.;null;QoS 2
9602;Gómez et al.;null;QoS 2
9603;Gómez et al.;null;QoS 2
9604;Gómez et al.;null;QoS 2
9605;Gómez et al.;null;QoS 2
9606;Gómez et al.;null;QoS 2
9607;Gómez et al.;null;QoS 2
9608;Gómez et al.;null;QoS 2
9609;Gómez et al.;null;QoS 2
9610;Gómez et al.;null;QoS 2
9611;Gómez et al.;null;QoS 2
9612;Gómez et al.;null;QoS 2
9613;Gómez et al.;null;QoS 2
9614;Gómez et al.;null;QoS 2
9615;Gómez et al.;null;QoS 2
9616;Gómez et al.;null;QoS 2
9617;Gómez et al.;null;QoS 2
9618;Gómez et al.;null;QoS 2
9619;Gómez et al.;null;QoS 2
9620;Gómez et al.;null;QoS 2
9621;Gómez et al.;null;QoS 2
9622;Gómez et al.;null;QoS 2
9623;Gómez et al.;null;QoS 2
9624;Gómez et al.;null;QoS 2
9625;Gómez et al.;null;QoS 2
9626;Gómez et al.;null;QoS 2
9627;Gómez et al.;null;QoS 2
9628;Gómez et al.;null;QoS 2
9629;Gómez et al.;null;QoS 2
9630;Gómez et al.;null;QoS 2
9631;Gómez et al.;null;QoS 2
9632;Gómez et al.;null;QoS 2
9633;Gómez et al.;null;QoS 2
9634;Gómez et al.;null;QoS 2
9635;Gómez et al.;null;QoS 2
9636;Gómez et al.;null;QoS 2
9637;Gómez et al.;null;QoS 2
9638;Gómez et al.;null;QoS 2
9639;Gómez et al.;null;QoS 2
9640;Gómez et al.;null;QoS 2
9641;Gómez et al.;null;QoS 2
9642;Gómez et al.;null;QoS 2
9643;Gómez et al.;null;QoS 2
9644;Gómez et al.;null;QoS 2
9645;Gómez et al.;null;QoS 2
9646;Gómez et al.;null;QoS 2
9647;Gómez et al.;null;QoS 2
9648;Gómez et al.;null;QoS 2
9649;Gómez et al.;null;QoS 2
9650;Gómez et al.;null;QoS 2
9651;Gómez et al.;null;QoS 2
9652;Gómez et al.;null;QoS 2
9653;Gómez et al.;null;QoS 2
9654;Gómez et al.;null;QoS 2
9655;Gómez et al.;null;QoS 2
9656;Gómez et al.;null;QoS 2
9657;Gómez et al.;null;QoS 2
9658;Gómez et al.;null;QoS 2
9659;Gómez et al.;null;QoS 2
9660;Gómez et al.;null;QoS 2
9661;Gómez et al.;null;QoS 2
9662;Gómez et al.;null;QoS 2
9663;Gómez et al.;null;QoS 2
9664;Gómez et al.;null;QoS 2
9665;Gómez et al.;null;QoS 2
9666;Gómez et al.;null;QoS 2
9667;Gómez et al.;null;QoS 2
9668;Gómez et al.;null;QoS 2
9669;Gómez et al.;null;QoS 2
9670;Gómez et al.;null;QoS 2
9671;Gómez et al.;null;QoS 2
9672;Gómez et al.;null;QoS 2
9673;Gómez et al.;null;QoS 2
9674;Gómez et al.;null;QoS 2
9675;Gómez et al.;null;QoS 2
9676;Gómez et al.;null;QoS 2
9677;Gómez et al.;null;QoS 2
9678;Gómez et al.;null;QoS 2
9679;Gómez et al.;null;QoS 2
9680;Gómez et al.;null;QoS 2
9681;Gómez et al.;null;QoS 2
9682;Gómez et al.;null;QoS 2
9683;Gómez et al.;null;QoS 2
9684;Gómez et al.;null;QoS 2
9685;Gómez et al.;null;QoS 2
9686;Gómez et al.;null;QoS 2
9687;Gómez et al.;null;QoS 2
9688;Gómez et al.;null;QoS 2
9689;Gómez et al.;null;QoS 2
9690;Gómez et al.;null;QoS 2
9691;Gómez et al.;null;QoS 2
9692;Gómez et al.;null;QoS 2
9693;Gómez et al.;null;QoS 2
9694;Gómez et al.;null;QoS 2
9695;Gómez et al.;null;QoS 2
9696;Gómez et al.;null;QoS 2
9697;Gómez et al.;null;QoS 2
9698;Gómez et al.;null;QoS 2
9699;Gómez et al.;null;QoS 2
9700;Gómez et al.;null;QoS 2
9701;Gómez et al.;null;QoS 2
9702;Gómez et al.;null;QoS 2
9703;Gómez et al.;null;QoS 2
9704;Gómez et al.;null;QoS 2
9705;Gómez et al.;null;QoS 2
9706;Gómez et al.;null;QoS 2
9707;Gómez et al.;null;QoS 2
9708;Gómez et al.;null;QoS 2
9709;Gómez et al.;null;QoS 2
9710;Gómez et al.;null;QoS 2
9711;Gómez et al.;null;QoS 2
9712;Gómez et al.;null;QoS 2
9713;Gómez et al.;null;QoS 2
9714;Gómez et al.;null;QoS 2
9715;Gómez et al.;null;QoS 2
9716;Gómez et al.;null;QoS 2
9717;Gómez et al.;null;QoS 2
9718;Gómez et al.;null;QoS 2
9719;Gómez et al.;null;QoS 2
9720;Gómez et al.;null;QoS 2
9721;Gómez et al.;null;QoS 2
9722;Gómez et al.;null;QoS 2
9723;Gómez et al.;null;QoS 2
9724;Gómez et al.;null;QoS 2
9725;Gómez et al.;null;QoS 2
9726;Gómez et al.;null;QoS 2
9727;Gómez et al.;null;QoS 2
9728;Gómez et al.;null;QoS 2
9729;Gómez et al.;null;QoS 2
9730;Gómez et al.;null;QoS 2
9731;Gómez et al.;null;QoS 2
9732;Gómez et al.;null;QoS 2
9733;Gómez et al.;null;QoS 2
9734;Gómez et al.;null;QoS 2
9735;Gómez et al.;null;QoS 2
9736;Gómez et al.;null;QoS 2
9737;Gómez et al.;null;QoS 2
9738;Gómez et al.;null;QoS 2
9739;Gómez et al.;null;QoS 2
9740;Gómez et al.;null;QoS 2
9741;Gómez et al.;null;QoS 2
9742;Gómez et al.;null;QoS 2
9743;Gómez et al.;null;QoS 2
9744;Gómez et al.;null;QoS 2
9745;Gómez et al.;null;QoS 2
9746;Gómez et al.;null;QoS 2
9747;Gómez et al.;null;QoS 2
9748;Gómez et al.;null;QoS 2
9749;Gómez et al.;null;QoS 2
9750;Gómez et al.;null;QoS 2
9751;Gómez et al.;null;QoS 2
9752;Gómez et al.;null;QoS 2
9753;Gómez et al.;null;QoS 2
9754;Gómez et al.;null;QoS 2
9755;Gómez et al.;null;QoS 2
9756;Gómez et al.;null;QoS 2
9757;Gómez et al.;null;QoS 2
9758;Gómez et al.;null;QoS 2
9759;Gómez et al.;null;QoS 2
9760;Gómez et al.;null;QoS 2
9761;Gómez et al.;null;QoS 2
9762;Gómez et al.;null;QoS 2
9763;Gómez et al.;null;QoS 2
9764;Gómez et al.;null;QoS 2
9765;Gómez et al.;null;QoS 2
9766;Gómez et al.;null;QoS 2
9767;Gómez et al.;null;QoS 2
9768;Gómez et al.;null;QoS 2
9769;Gómez et al.;null;QoS 2
9770;Gómez et al.;null;QoS 2
9771;Gómez et al.;null;QoS 2
9772;Gómez et al.;null;QoS 2
9773;Gómez et al.;null;QoS 2
9774;Gómez et al.;null;QoS 2
9775;Gómez et al.;null;QoS 2
9776;Gómez et al.;null;QoS 2
9777;Gómez et al.;null;QoS 2
9778;Gómez et al.;null;QoS 2
9779;Gómez et al.;null;QoS 2
9780;Gómez et al.;null;QoS 2
9781;Gómez et al.;null;QoS 2
9782;Gómez et al.;null;QoS 2
9783;Gómez et al.;null;QoS 2
9784;Gómez et al.;null;QoS 2
9785;Gómez et al.;null;QoS 2
9786;Gómez et al.;null;QoS 2
9787;Gómez et al.;null;QoS 2
9788;Gómez et al.;null;QoS 2
9789;Gómez et al.;null;QoS 2
9790;Gómez et al.;null;QoS 2
9791;Gómez et al.;null;QoS 2
9792;Gómez et al.;null;QoS 2
9793;Gómez et al.;null;QoS 2
9794;Gómez et al.;null;QoS 2
9795;Gómez et al.;null;QoS 2
9796;Gómez et al.;null;QoS 2
9797;Gómez et al.;null;QoS 2
9798;Gómez et al.;null;QoS 2
9799;Gómez et al.;null;QoS 2
9800;Gómez et al.;null;QoS 2
9801;Gómez et al.;null;QoS 2
9802;Gómez et al.;null;QoS 2
9803;Gómez et al.;null;QoS 2
9804;Gómez et al.;null;QoS 2
9805;Gómez et al.;null;QoS 2
9806;Gómez et al.;null;QoS 2
9807;Gómez et al.;null;QoS 2
9808;Gómez et al.;null;QoS 2
9809;Gómez et al.;null;QoS 2
9810;Gómez et al.;null;QoS 2
9811;Gómez et al.;86.527;QoS 2
9812;Gómez et al.;null;QoS 2
9813;Gómez et al.;604.314;QoS 2
9814;Gómez et al.;2837.0209999999997;QoS 2
9815;Gómez et al.;3623.116;QoS 2
9816;Gómez et al.;4591.889;QoS 2
9817;Gómez et al.;5600.724;QoS 2
9818;Gómez et al.;6515.674;QoS 2
9819;Gómez et al.;7428.434;QoS 2
9820;Gómez et al.;null;QoS 2
9821;Gómez et al.;8365.701000000001;QoS 2
9822;Gómez et al.;10250.978;QoS 2
9823;Gómez et al.;11122.75;QoS 2
9824;Gómez et al.;9806.921;QoS 2
9825;Gómez et al.;9344.866;QoS 2
9826;Gómez et al.;9222.188;QoS 2
9827;Gómez et al.;null;QoS 2
9828;Gómez et al.;null;QoS 2
9829;Gómez et al.;null;QoS 2
9830;Gómez et al.;null;QoS 2
9831;Gómez et al.;null;QoS 2
9832;Gómez et al.;null;QoS 2
9833;Gómez et al.;null;QoS 2
9834;Gómez et al.;null;QoS 2
9835;Gómez et al.;null;QoS 2
9836;Gómez et al.;null;QoS 2
9837;Gómez et al.;null;QoS 2
9838;Gómez et al.;null;QoS 2
9839;Gómez et al.;null;QoS 2
9840;Gómez et al.;null;QoS 2
9841;Gómez et al.;null;QoS 2
9842;Gómez et al.;null;QoS 2
9843;Gómez et al.;null;QoS 2
9844;Gómez et al.;null;QoS 2
9845;Gómez et al.;null;QoS 2
9846;Gómez et al.;null;QoS 2
9847;Gómez et al.;null;QoS 2
9848;Gómez et al.;null;QoS 2
9849;Gómez et al.;null;QoS 2
9850;Gómez et al.;null;QoS 2
9851;Gómez et al.;null;QoS 2
9852;Gómez et al.;null;QoS 2
9853;Gómez et al.;null;QoS 2
9854;Gómez et al.;null;QoS 2
9855;Gómez et al.;null;QoS 2
9856;Gómez et al.;null;QoS 2
9857;Gómez et al.;null;QoS 2
9858;Gómez et al.;null;QoS 2
9859;Gómez et al.;null;QoS 2
9860;Gómez et al.;null;QoS 2
9861;Gómez et al.;null;QoS 2
9862;Gómez et al.;null;QoS 2
9863;Gómez et al.;null;QoS 2
9864;Gómez et al.;null;QoS 2
9865;Gómez et al.;null;QoS 2
9866;Gómez et al.;null;QoS 2
9867;Gómez et al.;null;QoS 2
9868;Gómez et al.;null;QoS 2
9869;Gómez et al.;null;QoS 2
9870;Gómez et al.;null;QoS 2
9871;Gómez et al.;null;QoS 2
9872;Gómez et al.;null;QoS 2
9873;Gómez et al.;null;QoS 2
9874;Gómez et al.;null;QoS 2
9875;Gómez et al.;null;QoS 2
9876;Gómez et al.;null;QoS 2
9877;Gómez et al.;null;QoS 2
9878;Gómez et al.;null;QoS 2
9879;Gómez et al.;null;QoS 2
9880;Gómez et al.;null;QoS 2
9881;Gómez et al.;null;QoS 2
9882;Gómez et al.;null;QoS 2
9883;Gómez et al.;null;QoS 2
9884;Gómez et al.;null;QoS 2
9885;Gómez et al.;null;QoS 2
9886;Gómez et al.;null;QoS 2
9887;Gómez et al.;null;QoS 2
9888;Gómez et al.;null;QoS 2
9889;Gómez et al.;null;QoS 2
9890;Gómez et al.;null;QoS 2
9891;Gómez et al.;null;QoS 2
9892;Gómez et al.;null;QoS 2
9893;Gómez et al.;null;QoS 2
9894;Gómez et al.;null;QoS 2
9895;Gómez et al.;null;QoS 2
9896;Gómez et al.;null;QoS 2
9897;Gómez et al.;null;QoS 2
9898;Gómez et al.;null;QoS 2
9899;Gómez et al.;null;QoS 2
9900;Gómez et al.;null;QoS 2
9901;Gómez et al.;null;QoS 2
9902;Gómez et al.;null;QoS 2
9903;Gómez et al.;null;QoS 2
9904;Gómez et al.;null;QoS 2
9905;Gómez et al.;null;QoS 2
9906;Gómez et al.;null;QoS 2
9907;Gómez et al.;null;QoS 2
9908;Gómez et al.;null;QoS 2
9909;Gómez et al.;null;QoS 2
9910;Gómez et al.;null;QoS 2
9911;Gómez et al.;null;QoS 2
9912;Gómez et al.;null;QoS 2
9913;Gómez et al.;null;QoS 2
9914;Gómez et al.;null;QoS 2
9915;Gómez et al.;null;QoS 2
9916;Gómez et al.;null;QoS 2
9917;Gómez et al.;null;QoS 2
9918;Gómez et al.;null;QoS 2
9919;Gómez et al.;null;QoS 2
9920;Gómez et al.;null;QoS 2
9921;Gómez et al.;null;QoS 2
9922;Gómez et al.;null;QoS 2
9923;Gómez et al.;null;QoS 2
9924;Gómez et al.;null;QoS 2
9925;Gómez et al.;null;QoS 2
9926;Gómez et al.;null;QoS 2
9927;Gómez et al.;null;QoS 2
9928;Gómez et al.;null;QoS 2
9929;Gómez et al.;null;QoS 2
9930;Gómez et al.;null;QoS 2
9931;Gómez et al.;42.481;QoS 2
9932;Gómez et al.;846.878;QoS 2
9933;Gómez et al.;1711.5059999999999;QoS 2
9934;Gómez et al.;2594.8959999999997;QoS 2
9935;Gómez et al.;3547.624;QoS 2
9936;Gómez et al.;2755.24;QoS 2
9937;Gómez et al.;1612.358;QoS 2
9938;Gómez et al.;1534.488;QoS 2
9939;Gómez et al.;1463.791;QoS 2
9940;Gómez et al.;1508.958;QoS 2
9941;Gómez et al.;1515.1889999999999;QoS 2
9942;Gómez et al.;1570.942;QoS 2
9943;Gómez et al.;1465.728;QoS 2
9944;Gómez et al.;1753.797;QoS 2
9945;Gómez et al.;2324.986;QoS 2
9946;Gómez et al.;2984.712;QoS 2
9947;Gómez et al.;null;QoS 2
9948;Gómez et al.;null;QoS 2
9949;Gómez et al.;null;QoS 2
9950;Gómez et al.;null;QoS 2
9951;Gómez et al.;null;QoS 2
9952;Gómez et al.;null;QoS 2
9953;Gómez et al.;null;QoS 2
9954;Gómez et al.;null;QoS 2
9955;Gómez et al.;null;QoS 2
9956;Gómez et al.;null;QoS 2
9957;Gómez et al.;null;QoS 2
9958;Gómez et al.;null;QoS 2
9959;Gómez et al.;null;QoS 2
9960;Gómez et al.;null;QoS 2
9961;Gómez et al.;null;QoS 2
