#;approach;queueing delay;slice
4374;Gómez et al.;null;BE 4
4375;Gómez et al.;null;BE 4
4376;Gómez et al.;null;BE 4
4377;Gómez et al.;null;BE 4
4378;Gómez et al.;null;BE 4
4379;Gómez et al.;null;BE 4
4380;Gómez et al.;null;BE 4
4381;Gómez et al.;null;BE 4
4382;Gómez et al.;null;BE 4
4383;Gómez et al.;null;BE 4
4384;Gómez et al.;null;BE 4
4385;Gómez et al.;null;BE 4
4386;Gómez et al.;null;BE 4
4387;Gómez et al.;null;BE 4
4388;Gómez et al.;null;BE 4
4389;Gómez et al.;null;BE 4
4390;Gómez et al.;null;BE 4
4391;Gómez et al.;null;BE 4
4392;Gómez et al.;null;BE 4
4393;Gómez et al.;null;BE 4
4394;Gómez et al.;null;BE 4
4395;Gómez et al.;null;BE 4
4396;Gómez et al.;null;BE 4
4397;Gómez et al.;null;BE 4
4398;Gómez et al.;null;BE 4
4399;Gómez et al.;null;BE 4
4400;Gómez et al.;null;BE 4
4401;Gómez et al.;null;BE 4
4402;Gómez et al.;null;BE 4
4403;Gómez et al.;null;BE 4
4404;Gómez et al.;null;BE 4
4405;Gómez et al.;null;BE 4
4406;Gómez et al.;null;BE 4
4407;Gómez et al.;null;BE 4
4408;Gómez et al.;null;BE 4
4409;Gómez et al.;null;BE 4
4410;Gómez et al.;null;BE 4
4411;Gómez et al.;null;BE 4
4412;Gómez et al.;null;BE 4
4413;Gómez et al.;null;BE 4
4414;Gómez et al.;null;BE 4
4415;Gómez et al.;null;BE 4
4416;Gómez et al.;null;BE 4
4417;Gómez et al.;null;BE 4
4418;Gómez et al.;null;BE 4
4419;Gómez et al.;null;BE 4
4420;Gómez et al.;187.901;BE 4
4421;Gómez et al.;1058.855;BE 4
4422;Gómez et al.;1058.855;BE 4
4423;Gómez et al.;1913.737;BE 4
4424;Gómez et al.;1913.737;BE 4
4425;Gómez et al.;2406.031;BE 4
4426;Gómez et al.;3328.133;BE 4
4427;Gómez et al.;4054.321;BE 4
4428;Gómez et al.;4750.653;BE 4
4429;Gómez et al.;2238.426;BE 4
4430;Gómez et al.;2238.426;BE 4
4431;Gómez et al.;1602.085;BE 4
4432;Gómez et al.;1699.2759999999998;BE 4
4433;Gómez et al.;1694.3690000000001;BE 4
4434;Gómez et al.;1600.0729999999999;BE 4
4435;Gómez et al.;1615.262;BE 4
4436;Gómez et al.;null;BE 4
4437;Gómez et al.;null;BE 4
4438;Gómez et al.;null;BE 4
4439;Gómez et al.;null;BE 4
4440;Gómez et al.;null;BE 4
4441;Gómez et al.;null;BE 4
4442;Gómez et al.;null;BE 4
4443;Gómez et al.;null;BE 4
4444;Gómez et al.;null;BE 4
4445;Gómez et al.;null;BE 4
4446;Gómez et al.;null;BE 4
4447;Gómez et al.;null;BE 4
4448;Gómez et al.;null;BE 4
4449;Gómez et al.;null;BE 4
4450;Gómez et al.;null;BE 4
4451;Gómez et al.;null;BE 4
4452;Gómez et al.;null;BE 4
4453;Gómez et al.;null;BE 4
4454;Gómez et al.;null;BE 4
4455;Gómez et al.;null;BE 4
4456;Gómez et al.;null;BE 4
4457;Gómez et al.;null;BE 4
4458;Gómez et al.;null;BE 4
4459;Gómez et al.;null;BE 4
4460;Gómez et al.;null;BE 4
4461;Gómez et al.;null;BE 4
4462;Gómez et al.;null;BE 4
4463;Gómez et al.;null;BE 4
4464;Gómez et al.;null;BE 4
4465;Gómez et al.;null;BE 4
4466;Gómez et al.;null;BE 4
4467;Gómez et al.;null;BE 4
4468;Gómez et al.;null;BE 4
4469;Gómez et al.;null;BE 4
4470;Gómez et al.;null;BE 4
4471;Gómez et al.;null;BE 4
4472;Gómez et al.;null;BE 4
4473;Gómez et al.;null;BE 4
4474;Gómez et al.;null;BE 4
4475;Gómez et al.;null;BE 4
4476;Gómez et al.;null;BE 4
4477;Gómez et al.;null;BE 4
4478;Gómez et al.;null;BE 4
4479;Gómez et al.;null;BE 4
4480;Gómez et al.;null;BE 4
4481;Gómez et al.;null;BE 4
4482;Gómez et al.;null;BE 4
4483;Gómez et al.;null;BE 4
4484;Gómez et al.;null;BE 4
4485;Gómez et al.;null;BE 4
4486;Gómez et al.;null;BE 4
4487;Gómez et al.;null;BE 4
4488;Gómez et al.;null;BE 4
4489;Gómez et al.;null;BE 4
4490;Gómez et al.;null;BE 4
4491;Gómez et al.;null;BE 4
4492;Gómez et al.;null;BE 4
4493;Gómez et al.;null;BE 4
4494;Gómez et al.;null;BE 4
4495;Gómez et al.;null;BE 4
4496;Gómez et al.;null;BE 4
4497;Gómez et al.;null;BE 4
4498;Gómez et al.;null;BE 4
4499;Gómez et al.;null;BE 4
4500;Gómez et al.;null;BE 4
4501;Gómez et al.;null;BE 4
4502;Gómez et al.;null;BE 4
4503;Gómez et al.;null;BE 4
4504;Gómez et al.;null;BE 4
4505;Gómez et al.;null;BE 4
4506;Gómez et al.;null;BE 4
4507;Gómez et al.;null;BE 4
4508;Gómez et al.;null;BE 4
4509;Gómez et al.;null;BE 4
4510;Gómez et al.;null;BE 4
4511;Gómez et al.;null;BE 4
4512;Gómez et al.;null;BE 4
4513;Gómez et al.;null;BE 4
4514;Gómez et al.;null;BE 4
4515;Gómez et al.;null;BE 4
4516;Gómez et al.;null;BE 4
4517;Gómez et al.;null;BE 4
4518;Gómez et al.;null;BE 4
4519;Gómez et al.;null;BE 4
4520;Gómez et al.;null;BE 4
4521;Gómez et al.;null;BE 4
4522;Gómez et al.;null;BE 4
4523;Gómez et al.;null;BE 4
4524;Gómez et al.;null;BE 4
4525;Gómez et al.;null;BE 4
4526;Gómez et al.;null;BE 4
4527;Gómez et al.;null;BE 4
4528;Gómez et al.;null;BE 4
4529;Gómez et al.;null;BE 4
4530;Gómez et al.;null;BE 4
4531;Gómez et al.;null;BE 4
4532;Gómez et al.;null;BE 4
4533;Gómez et al.;null;BE 4
4534;Gómez et al.;null;BE 4
4535;Gómez et al.;null;BE 4
4536;Gómez et al.;null;BE 4
4537;Gómez et al.;null;BE 4
4538;Gómez et al.;null;BE 4
4539;Gómez et al.;195.247;BE 4
4540;Gómez et al.;195.247;BE 4
4541;Gómez et al.;923.25;BE 4
4542;Gómez et al.;1323.04;BE 4
4543;Gómez et al.;1866.217;BE 4
4544;Gómez et al.;1866.217;BE 4
4545;Gómez et al.;2392.532;BE 4
4546;Gómez et al.;3128.223;BE 4
4547;Gómez et al.;3944.939;BE 4
4548;Gómez et al.;4400.726;BE 4
4549;Gómez et al.;4400.726;BE 4
4550;Gómez et al.;2190.524;BE 4
4551;Gómez et al.;1710.4479999999999;BE 4
4552;Gómez et al.;1710.165;BE 4
4553;Gómez et al.;1710.165;BE 4
4554;Gómez et al.;1669.781;BE 4
4555;Gómez et al.;null;BE 4
4556;Gómez et al.;null;BE 4
4557;Gómez et al.;null;BE 4
4558;Gómez et al.;null;BE 4
4559;Gómez et al.;null;BE 4
4560;Gómez et al.;null;BE 4
4561;Gómez et al.;null;BE 4
4562;Gómez et al.;null;BE 4
4563;Gómez et al.;null;BE 4
4564;Gómez et al.;null;BE 4
4565;Gómez et al.;null;BE 4
4566;Gómez et al.;null;BE 4
4567;Gómez et al.;null;BE 4
4568;Gómez et al.;null;BE 4
4569;Gómez et al.;null;BE 4
4570;Gómez et al.;null;BE 4
4571;Gómez et al.;null;BE 4
4572;Gómez et al.;null;BE 4
4573;Gómez et al.;null;BE 4
4574;Gómez et al.;null;BE 4
4575;Gómez et al.;null;BE 4
4576;Gómez et al.;null;BE 4
4577;Gómez et al.;null;BE 4
4578;Gómez et al.;null;BE 4
4579;Gómez et al.;null;BE 4
4580;Gómez et al.;null;BE 4
4581;Gómez et al.;null;BE 4
4582;Gómez et al.;null;BE 4
4583;Gómez et al.;null;BE 4
4584;Gómez et al.;null;BE 4
4585;Gómez et al.;null;BE 4
4586;Gómez et al.;null;BE 4
4587;Gómez et al.;null;BE 4
4588;Gómez et al.;null;BE 4
4589;Gómez et al.;null;BE 4
4590;Gómez et al.;null;BE 4
4591;Gómez et al.;null;BE 4
4592;Gómez et al.;null;BE 4
4593;Gómez et al.;null;BE 4
4594;Gómez et al.;null;BE 4
4595;Gómez et al.;null;BE 4
4596;Gómez et al.;null;BE 4
4597;Gómez et al.;null;BE 4
4598;Gómez et al.;null;BE 4
4599;Gómez et al.;null;BE 4
4600;Gómez et al.;null;BE 4
4601;Gómez et al.;null;BE 4
4602;Gómez et al.;null;BE 4
4603;Gómez et al.;null;BE 4
4604;Gómez et al.;null;BE 4
4605;Gómez et al.;null;BE 4
4606;Gómez et al.;null;BE 4
4607;Gómez et al.;null;BE 4
4608;Gómez et al.;null;BE 4
4609;Gómez et al.;null;BE 4
4610;Gómez et al.;null;BE 4
4611;Gómez et al.;null;BE 4
4612;Gómez et al.;null;BE 4
4613;Gómez et al.;null;BE 4
4614;Gómez et al.;null;BE 4
4615;Gómez et al.;null;BE 4
4616;Gómez et al.;null;BE 4
4617;Gómez et al.;null;BE 4
4618;Gómez et al.;null;BE 4
4619;Gómez et al.;null;BE 4
4620;Gómez et al.;null;BE 4
4621;Gómez et al.;null;BE 4
4622;Gómez et al.;null;BE 4
4623;Gómez et al.;null;BE 4
4624;Gómez et al.;null;BE 4
4625;Gómez et al.;null;BE 4
4626;Gómez et al.;null;BE 4
4627;Gómez et al.;null;BE 4
4628;Gómez et al.;null;BE 4
4629;Gómez et al.;null;BE 4
4630;Gómez et al.;null;BE 4
4631;Gómez et al.;null;BE 4
4632;Gómez et al.;null;BE 4
4633;Gómez et al.;null;BE 4
4634;Gómez et al.;null;BE 4
4635;Gómez et al.;null;BE 4
4636;Gómez et al.;null;BE 4
4637;Gómez et al.;null;BE 4
4638;Gómez et al.;null;BE 4
4639;Gómez et al.;null;BE 4
4640;Gómez et al.;null;BE 4
4641;Gómez et al.;null;BE 4
4642;Gómez et al.;null;BE 4
4643;Gómez et al.;null;BE 4
4644;Gómez et al.;null;BE 4
4645;Gómez et al.;null;BE 4
4646;Gómez et al.;null;BE 4
4647;Gómez et al.;null;BE 4
4648;Gómez et al.;null;BE 4
4649;Gómez et al.;null;BE 4
4650;Gómez et al.;null;BE 4
4651;Gómez et al.;null;BE 4
4652;Gómez et al.;null;BE 4
4653;Gómez et al.;null;BE 4
4654;Gómez et al.;null;BE 4
4655;Gómez et al.;null;BE 4
4656;Gómez et al.;null;BE 4
4657;Gómez et al.;null;BE 4
4658;Gómez et al.;null;BE 4
4659;Gómez et al.;null;BE 4
4660;Gómez et al.;null;BE 4
4661;Gómez et al.;null;BE 4
4662;Gómez et al.;null;BE 4
4663;Gómez et al.;null;BE 4
4664;Gómez et al.;null;BE 4
4665;Gómez et al.;null;BE 4
4666;Gómez et al.;null;BE 4
4667;Gómez et al.;null;BE 4
4668;Gómez et al.;null;BE 4
4669;Gómez et al.;null;BE 4
4670;Gómez et al.;null;BE 4
4671;Gómez et al.;null;BE 4
4672;Gómez et al.;null;BE 4
4673;Gómez et al.;null;BE 4
4674;Gómez et al.;null;BE 4
4675;Gómez et al.;null;BE 4
4676;Gómez et al.;null;BE 4
4677;Gómez et al.;null;BE 4
4678;Gómez et al.;null;BE 4
4679;Gómez et al.;null;BE 4
4680;Gómez et al.;null;BE 4
4681;Gómez et al.;null;BE 4
4682;Gómez et al.;null;BE 4
4683;Gómez et al.;null;BE 4
4684;Gómez et al.;null;BE 4
4685;Gómez et al.;null;BE 4
4686;Gómez et al.;null;BE 4
4687;Gómez et al.;null;BE 4
4688;Gómez et al.;null;BE 4
4689;Gómez et al.;null;BE 4
4690;Gómez et al.;null;BE 4
4691;Gómez et al.;null;BE 4
4692;Gómez et al.;null;BE 4
4693;Gómez et al.;null;BE 4
4694;Gómez et al.;null;BE 4
4695;Gómez et al.;null;BE 4
4696;Gómez et al.;null;BE 4
4697;Gómez et al.;null;BE 4
4698;Gómez et al.;null;BE 4
4699;Gómez et al.;null;BE 4
4700;Gómez et al.;null;BE 4
4701;Gómez et al.;null;BE 4
4702;Gómez et al.;null;BE 4
4703;Gómez et al.;null;BE 4
4704;Gómez et al.;null;BE 4
4705;Gómez et al.;null;BE 4
4706;Gómez et al.;null;BE 4
4707;Gómez et al.;null;BE 4
4708;Gómez et al.;null;BE 4
4709;Gómez et al.;null;BE 4
4710;Gómez et al.;null;BE 4
4711;Gómez et al.;null;BE 4
4712;Gómez et al.;null;BE 4
4713;Gómez et al.;null;BE 4
4714;Gómez et al.;null;BE 4
4715;Gómez et al.;null;BE 4
4716;Gómez et al.;null;BE 4
4717;Gómez et al.;null;BE 4
4718;Gómez et al.;null;BE 4
4719;Gómez et al.;null;BE 4
4720;Gómez et al.;null;BE 4
4721;Gómez et al.;null;BE 4
4722;Gómez et al.;null;BE 4
4723;Gómez et al.;null;BE 4
4724;Gómez et al.;null;BE 4
4725;Gómez et al.;null;BE 4
4726;Gómez et al.;null;BE 4
4727;Gómez et al.;null;BE 4
4728;Gómez et al.;null;BE 4
4729;Gómez et al.;null;BE 4
4730;Gómez et al.;null;BE 4
4731;Gómez et al.;null;BE 4
4732;Gómez et al.;null;BE 4
4733;Gómez et al.;null;BE 4
4734;Gómez et al.;null;BE 4
4735;Gómez et al.;null;BE 4
4736;Gómez et al.;null;BE 4
4737;Gómez et al.;null;BE 4
4738;Gómez et al.;null;BE 4
4739;Gómez et al.;38.963;BE 4
4740;Gómez et al.;845.367;BE 4
4741;Gómez et al.;null;BE 4
4742;Gómez et al.;1414.062;BE 4
4743;Gómez et al.;1414.062;BE 4
4744;Gómez et al.;1563.19;BE 4
4745;Gómez et al.;1569.884;BE 4
4746;Gómez et al.;1635.091;BE 4
4747;Gómez et al.;1644.504;BE 4
4748;Gómez et al.;1563.237;BE 4
4749;Gómez et al.;1673.7640000000001;BE 4
4750;Gómez et al.;1681.0259999999998;BE 4
4751;Gómez et al.;1506.342;BE 4
4752;Gómez et al.;1557.057;BE 4
4753;Gómez et al.;1536.598;BE 4
4754;Gómez et al.;1640.8229999999999;BE 4
4755;Gómez et al.;1814.911;BE 4
4756;Gómez et al.;null;BE 4
4757;Gómez et al.;null;BE 4
4758;Gómez et al.;null;BE 4
4759;Gómez et al.;null;BE 4
4760;Gómez et al.;null;BE 4
4761;Gómez et al.;null;BE 4
4762;Gómez et al.;null;BE 4
4763;Gómez et al.;null;BE 4
4764;Gómez et al.;null;BE 4
4765;Gómez et al.;null;BE 4
4766;Gómez et al.;null;BE 4
4767;Gómez et al.;null;BE 4
4768;Gómez et al.;null;BE 4
4769;Gómez et al.;null;BE 4
4770;Gómez et al.;null;BE 4
4771;Gómez et al.;null;BE 4
4772;Gómez et al.;null;BE 4
4773;Gómez et al.;null;BE 4
4774;Gómez et al.;null;BE 4
4775;Gómez et al.;null;BE 4
4776;Gómez et al.;null;BE 4
4777;Gómez et al.;null;BE 4
4778;Gómez et al.;null;BE 4
4779;Gómez et al.;null;BE 4
4780;Gómez et al.;null;BE 4
4781;Gómez et al.;null;BE 4
4782;Gómez et al.;null;BE 4
4783;Gómez et al.;null;BE 4
4784;Gómez et al.;null;BE 4
4785;Gómez et al.;null;BE 4
4786;Gómez et al.;null;BE 4
4787;Gómez et al.;null;BE 4
4788;Gómez et al.;null;BE 4
4789;Gómez et al.;null;BE 4
4790;Gómez et al.;null;BE 4
4791;Gómez et al.;null;BE 4
4792;Gómez et al.;null;BE 4
4793;Gómez et al.;null;BE 4
4794;Gómez et al.;null;BE 4
4795;Gómez et al.;null;BE 4
4796;Gómez et al.;null;BE 4
4797;Gómez et al.;null;BE 4
4798;Gómez et al.;null;BE 4
4799;Gómez et al.;null;BE 4
4800;Gómez et al.;null;BE 4
4801;Gómez et al.;null;BE 4
4802;Gómez et al.;null;BE 4
4803;Gómez et al.;null;BE 4
4804;Gómez et al.;null;BE 4
4805;Gómez et al.;null;BE 4
4806;Gómez et al.;null;BE 4
4807;Gómez et al.;null;BE 4
4808;Gómez et al.;null;BE 4
4809;Gómez et al.;null;BE 4
4810;Gómez et al.;null;BE 4
4811;Gómez et al.;null;BE 4
4812;Gómez et al.;301.019;BE 4
4813;Gómez et al.;351.064;BE 4
4814;Gómez et al.;350.568;BE 4
4815;Gómez et al.;346.909;BE 4
4816;Gómez et al.;null;BE 4
4817;Gómez et al.;null;BE 4
4818;Gómez et al.;null;BE 4
4819;Gómez et al.;null;BE 4
4820;Gómez et al.;null;BE 4
4821;Gómez et al.;null;BE 4
4822;Gómez et al.;null;BE 4
4823;Gómez et al.;null;BE 4
4824;Gómez et al.;null;BE 4
4825;Gómez et al.;null;BE 4
4826;Gómez et al.;null;BE 4
4827;Gómez et al.;null;BE 4
4828;Gómez et al.;null;BE 4
4829;Gómez et al.;null;BE 4
4830;Gómez et al.;null;BE 4
4831;Gómez et al.;null;BE 4
4832;Gómez et al.;null;BE 4
4833;Gómez et al.;null;BE 4
4834;Gómez et al.;null;BE 4
4835;Gómez et al.;null;BE 4
4836;Gómez et al.;null;BE 4
4837;Gómez et al.;null;BE 4
4838;Gómez et al.;null;BE 4
4839;Gómez et al.;null;BE 4
4840;Gómez et al.;null;BE 4
4841;Gómez et al.;null;BE 4
4842;Gómez et al.;null;BE 4
4843;Gómez et al.;null;BE 4
4844;Gómez et al.;null;BE 4
4845;Gómez et al.;null;BE 4
4846;Gómez et al.;null;BE 4
4847;Gómez et al.;null;BE 4
4848;Gómez et al.;null;BE 4
4849;Gómez et al.;null;BE 4
4850;Gómez et al.;null;BE 4
4851;Gómez et al.;null;BE 4
4852;Gómez et al.;null;BE 4
4853;Gómez et al.;null;BE 4
4854;Gómez et al.;null;BE 4
4855;Gómez et al.;null;BE 4
4856;Gómez et al.;null;BE 4
4857;Gómez et al.;null;BE 4
4858;Gómez et al.;null;BE 4
4859;Gómez et al.;null;BE 4
4860;Gómez et al.;636.456;BE 4
4861;Gómez et al.;533.268;BE 4
4862;Gómez et al.;513.217;BE 4
4863;Gómez et al.;488.838;BE 4
4864;Gómez et al.;477.278;BE 4
4865;Gómez et al.;null;BE 4
4866;Gómez et al.;492.52;BE 4
4867;Gómez et al.;493.971;BE 4
4868;Gómez et al.;476.342;BE 4
4869;Gómez et al.;491.742;BE 4
4870;Gómez et al.;486.463;BE 4
4871;Gómez et al.;null;BE 4
4872;Gómez et al.;504.904;BE 4
4873;Gómez et al.;493.933;BE 4
4874;Gómez et al.;null;BE 4
4875;Gómez et al.;495.27;BE 4
4876;Gómez et al.;null;BE 4
4877;Gómez et al.;null;BE 4
4878;Gómez et al.;null;BE 4
4879;Gómez et al.;null;BE 4
4880;Gómez et al.;null;BE 4
4881;Gómez et al.;null;BE 4
4882;Gómez et al.;null;BE 4
4883;Gómez et al.;null;BE 4
4884;Gómez et al.;null;BE 4
4885;Gómez et al.;null;BE 4
4886;Gómez et al.;null;BE 4
4887;Gómez et al.;null;BE 4
4888;Gómez et al.;null;BE 4
4889;Gómez et al.;null;BE 4
4890;Gómez et al.;null;BE 4
4891;Gómez et al.;null;BE 4
4892;Gómez et al.;null;BE 4
4893;Gómez et al.;null;BE 4
4894;Gómez et al.;null;BE 4
4895;Gómez et al.;null;BE 4
4896;Gómez et al.;null;BE 4
4897;Gómez et al.;null;BE 4
4898;Gómez et al.;null;BE 4
4899;Gómez et al.;null;BE 4
4900;Gómez et al.;null;BE 4
4901;Gómez et al.;null;BE 4
4902;Gómez et al.;null;BE 4
4903;Gómez et al.;null;BE 4
4904;Gómez et al.;null;BE 4
4905;Gómez et al.;null;BE 4
4906;Gómez et al.;null;BE 4
4907;Gómez et al.;null;BE 4
4908;Gómez et al.;null;BE 4
4909;Gómez et al.;null;BE 4
4910;Gómez et al.;null;BE 4
4911;Gómez et al.;null;BE 4
4912;Gómez et al.;null;BE 4
4913;Gómez et al.;null;BE 4
4914;Gómez et al.;null;BE 4
4915;Gómez et al.;null;BE 4
4916;Gómez et al.;null;BE 4
4917;Gómez et al.;null;BE 4
4918;Gómez et al.;null;BE 4
4919;Gómez et al.;null;BE 4
4920;Gómez et al.;null;BE 4
4921;Gómez et al.;null;BE 4
4922;Gómez et al.;null;BE 4
4923;Gómez et al.;null;BE 4
4924;Gómez et al.;null;BE 4
4925;Gómez et al.;null;BE 4
4926;Gómez et al.;null;BE 4
4927;Gómez et al.;null;BE 4
4928;Gómez et al.;null;BE 4
4929;Gómez et al.;null;BE 4
4930;Gómez et al.;null;BE 4
4931;Gómez et al.;null;BE 4
4932;Gómez et al.;null;BE 4
4933;Gómez et al.;null;BE 4
4934;Gómez et al.;null;BE 4
4935;Gómez et al.;null;BE 4
4936;Gómez et al.;null;BE 4
4937;Gómez et al.;null;BE 4
4938;Gómez et al.;null;BE 4
4939;Gómez et al.;null;BE 4
4940;Gómez et al.;null;BE 4
4941;Gómez et al.;null;BE 4
4942;Gómez et al.;null;BE 4
4943;Gómez et al.;null;BE 4
4944;Gómez et al.;null;BE 4
4945;Gómez et al.;null;BE 4
4946;Gómez et al.;null;BE 4
4947;Gómez et al.;null;BE 4
4948;Gómez et al.;null;BE 4
4949;Gómez et al.;null;BE 4
4950;Gómez et al.;null;BE 4
4951;Gómez et al.;null;BE 4
4952;Gómez et al.;null;BE 4
4953;Gómez et al.;null;BE 4
4954;Gómez et al.;null;BE 4
4955;Gómez et al.;null;BE 4
4956;Gómez et al.;null;BE 4
4957;Gómez et al.;null;BE 4
4958;Gómez et al.;null;BE 4
4959;Gómez et al.;null;BE 4
4960;Gómez et al.;null;BE 4
4961;Gómez et al.;null;BE 4
4962;Gómez et al.;null;BE 4
4963;Gómez et al.;null;BE 4
4964;Gómez et al.;null;BE 4
4965;Gómez et al.;null;BE 4
4966;Gómez et al.;null;BE 4
4967;Gómez et al.;null;BE 4
4968;Gómez et al.;null;BE 4
4969;Gómez et al.;null;BE 4
4970;Gómez et al.;null;BE 4
4971;Gómez et al.;null;BE 4
4972;Gómez et al.;null;BE 4
4973;Gómez et al.;null;BE 4
4974;Gómez et al.;null;BE 4
4975;Gómez et al.;null;BE 4
4976;Gómez et al.;null;BE 4
4977;Gómez et al.;null;BE 4
4978;Gómez et al.;null;BE 4
4979;Gómez et al.;null;BE 4
4980;Gómez et al.;null;BE 4
4981;Gómez et al.;null;BE 4
4982;Gómez et al.;null;BE 4
4983;Gómez et al.;null;BE 4
4984;Gómez et al.;null;BE 4
4985;Gómez et al.;null;BE 4
4986;Gómez et al.;null;BE 4
4987;Gómez et al.;null;BE 4
4988;Gómez et al.;null;BE 4
4989;Gómez et al.;null;BE 4
4990;Gómez et al.;null;BE 4
4991;Gómez et al.;null;BE 4
4992;Gómez et al.;null;BE 4
4993;Gómez et al.;null;BE 4
4994;Gómez et al.;null;BE 4
4995;Gómez et al.;null;BE 4
4996;Gómez et al.;null;BE 4
4997;Gómez et al.;null;BE 4
4998;Gómez et al.;null;BE 4
4999;Gómez et al.;null;BE 4
5000;Gómez et al.;null;BE 4
5001;Gómez et al.;null;BE 4
5002;Gómez et al.;null;BE 4
5003;Gómez et al.;null;BE 4
5004;Gómez et al.;null;BE 4
5005;Gómez et al.;null;BE 4
5006;Gómez et al.;null;BE 4
5007;Gómez et al.;null;BE 4
5008;Gómez et al.;null;BE 4
5009;Gómez et al.;null;BE 4
5010;Gómez et al.;null;BE 4
5011;Gómez et al.;null;BE 4
5012;Gómez et al.;null;BE 4
5013;Gómez et al.;136.135;BE 4
5014;Gómez et al.;671.727;BE 4
5015;Gómez et al.;881.152;BE 4
5016;Gómez et al.;null;BE 4
5017;Gómez et al.;null;BE 4
5018;Gómez et al.;null;BE 4
5019;Gómez et al.;null;BE 4
5020;Gómez et al.;null;BE 4
5021;Gómez et al.;null;BE 4
5022;Gómez et al.;null;BE 4
5023;Gómez et al.;null;BE 4
5024;Gómez et al.;null;BE 4
5025;Gómez et al.;null;BE 4
5026;Gómez et al.;null;BE 4
5027;Gómez et al.;null;BE 4
5028;Gómez et al.;null;BE 4
5029;Gómez et al.;null;BE 4
5030;Gómez et al.;null;BE 4
5031;Gómez et al.;null;BE 4
5032;Gómez et al.;null;BE 4
5033;Gómez et al.;null;BE 4
5034;Gómez et al.;null;BE 4
5035;Gómez et al.;null;BE 4
5036;Gómez et al.;null;BE 4
5037;Gómez et al.;null;BE 4
5038;Gómez et al.;null;BE 4
5039;Gómez et al.;null;BE 4
5040;Gómez et al.;null;BE 4
5041;Gómez et al.;null;BE 4
5042;Gómez et al.;null;BE 4
5043;Gómez et al.;null;BE 4
5044;Gómez et al.;null;BE 4
5045;Gómez et al.;null;BE 4
5046;Gómez et al.;null;BE 4
5047;Gómez et al.;null;BE 4
5048;Gómez et al.;null;BE 4
5049;Gómez et al.;null;BE 4
5050;Gómez et al.;null;BE 4
5051;Gómez et al.;null;BE 4
5052;Gómez et al.;null;BE 4
5053;Gómez et al.;null;BE 4
5054;Gómez et al.;null;BE 4
5055;Gómez et al.;null;BE 4
5056;Gómez et al.;38270.174;BE 4
5057;Gómez et al.;38963.401;BE 4
5058;Gómez et al.;null;BE 4
5059;Gómez et al.;40238.864;BE 4
5060;Gómez et al.;31255.175;BE 4
5061;Gómez et al.;1604.383;BE 4
5062;Gómez et al.;2554.794;BE 4
5063;Gómez et al.;3356.832;BE 4
5064;Gómez et al.;3508.694;BE 4
5065;Gómez et al.;null;BE 4
5066;Gómez et al.;3454.602;BE 4
5067;Gómez et al.;2308.055;BE 4
5068;Gómez et al.;1034.913;BE 4
5069;Gómez et al.;978.604;BE 4
5070;Gómez et al.;900.558;BE 4
5071;Gómez et al.;null;BE 4
5072;Gómez et al.;914.164;BE 4
5073;Gómez et al.;925.312;BE 4
5074;Gómez et al.;885.088;BE 4
5075;Gómez et al.;842.964;BE 4
5076;Gómez et al.;865.873;BE 4
5077;Gómez et al.;863.299;BE 4
5078;Gómez et al.;1202.784;BE 4
5079;Gómez et al.;null;BE 4
5080;Gómez et al.;601.821;BE 4
5081;Gómez et al.;673.34;BE 4
5082;Gómez et al.;654.63;BE 4
5083;Gómez et al.;774.648;BE 4
5084;Gómez et al.;1303.284;BE 4
5085;Gómez et al.;2045.467;BE 4
5086;Gómez et al.;2342.887;BE 4
5087;Gómez et al.;null;BE 4
5088;Gómez et al.;624.324;BE 4
5089;Gómez et al.;null;BE 4
5090;Gómez et al.;615.46;BE 4
5091;Gómez et al.;600.386;BE 4
5092;Gómez et al.;609.661;BE 4
5093;Gómez et al.;641.065;BE 4
5094;Gómez et al.;618.006;BE 4
5095;Gómez et al.;null;BE 4
5096;Gómez et al.;null;BE 4
5097;Gómez et al.;null;BE 4
5098;Gómez et al.;null;BE 4
5099;Gómez et al.;null;BE 4
5100;Gómez et al.;null;BE 4
5101;Gómez et al.;null;BE 4
5102;Gómez et al.;null;BE 4
5103;Gómez et al.;null;BE 4
5104;Gómez et al.;null;BE 4
5105;Gómez et al.;null;BE 4
5106;Gómez et al.;null;BE 4
5107;Gómez et al.;null;BE 4
5108;Gómez et al.;null;BE 4
5109;Gómez et al.;null;BE 4
5110;Gómez et al.;null;BE 4
5111;Gómez et al.;null;BE 4
5112;Gómez et al.;null;BE 4
5113;Gómez et al.;null;BE 4
5114;Gómez et al.;null;BE 4
5115;Gómez et al.;null;BE 4
5116;Gómez et al.;null;BE 4
5117;Gómez et al.;18880.554;BE 4
5118;Gómez et al.;null;BE 4
5119;Gómez et al.;20296.525;BE 4
5120;Gómez et al.;null;BE 4
5121;Gómez et al.;1382.497;BE 4
5122;Gómez et al.;1149.279;BE 4
5123;Gómez et al.;1035.317;BE 4
5124;Gómez et al.;null;BE 4
5125;Gómez et al.;1009.709;BE 4
5126;Gómez et al.;1106.782;BE 4
5127;Gómez et al.;1136.405;BE 4
5128;Gómez et al.;1137.967;BE 4
5129;Gómez et al.;1161.491;BE 4
5130;Gómez et al.;1150.331;BE 4
5131;Gómez et al.;null;BE 4
5132;Gómez et al.;1054.986;BE 4
